Name,team,season,position,dateOfBirth,Age,Matches,rating_points,cp_ratio
Mitchell Grigg,Adelaide Crows,2014,MEDIUM_FORWARD,1993-01-02,NA,NA,NA,NA
Mitchell Harvey,Port Adelaide,2014,KEY_FORWARD,1995-08-17,NA,NA,NA,NA
Mitchell Wilkins,North Melbourne,2014,MEDIUM_DEFENDER,NA,NA,NA,NA,NA
Murray Newman,West Coast Eagles,2014,MEDIUM_FORWARD,1993-11-18,NA,NA,NA,NA
Nat Fyfe,Fremantle,2014,MIDFIELDER,1991-09-18,23,20,17.67,0.5930018416206262
Nathan Bock,Gold Coast Suns,2014,KEY_FORWARD,1983-03-20,NA,NA,NA,NA
Nathan Brown,Collingwood,2014,KEY_DEFENDER,1988-12-17,26,3,5.4,0.47368421052631576
Nathan Foley,Richmond,2014,MIDFIELDER_FORWARD,1985-09-08,29,18,9.238888888888889,0.37748344370860926
Nathan Freeman,Collingwood,2014,MIDFIELDER,1995-06-16,NA,NA,NA,NA
Nathan Gordon,Richmond,2014,MEDIUM_FORWARD,1990-02-12,24,12,6.316666666666666,0.3731343283582089
Nathan Grima,North Melbourne,2014,KEY_DEFENDER,1985-08-05,29,14,10.035714285714286,0.27906976744186046
Nathan Hrovat,Western Bulldogs,2014,MEDIUM_FORWARD,1994-06-07,20,12,9.483333333333333,0.4166666666666667
Nathan Jones,Melbourne,2014,MIDFIELDER,1988-01-20,26,22,12.404545454545454,0.4180327868852459
Nathan Van Berlo,Adelaide Crows,2014,MIDFIELDER,1986-06-06,NA,NA,NA,NA
Nathan Vardy,Geelong Cats,2014,KEY_FORWARD,1991-06-25,NA,NA,NA,NA
Nathan Wilson,GWS Giants,2014,MEDIUM_DEFENDER,1993-01-07,21,6,7.1,0.234375
Nathan Wright,St Kilda,2014,MEDIUM_DEFENDER,1994-02-16,20,7,5.242857142857143,0.34285714285714286
Neville Jetta,Melbourne,2014,MEDIUM_DEFENDER,1990-02-12,24,16,8.05,0.34782608695652173
Nic Naitanui,West Coast Eagles,2014,RUCK,1990-05-04,24,20,13.465,0.7230769230769231
Nicholas Hayes,Brisbane Lions,2014,KEY_FORWARD,NA,NA,NA,NA,NA
Nicholas Suban,Fremantle,2014,MIDFIELDER_FORWARD,1990-05-09,NA,NA,NA,NA
Nick Bourke,Geelong Cats,2014,MIDFIELDER,1995-02-22,NA,NA,NA,NA
Nick Dal Santo,North Melbourne,2014,MIDFIELDER_FORWARD,1984-02-22,30,25,15.64,0.4
Nick Duigan,Carlton,2014,MEDIUM_DEFENDER,1984-09-07,NA,NA,NA,NA
Nick Graham,Carlton,2014,MIDFIELDER_FORWARD,1994-06-12,20,8,5.1375,0.38636363636363635
Nick Haynes,GWS Giants,2014,KEY_DEFENDER,1992-05-18,22,8,11.0375,0.371900826446281
Nick Holman,Carlton,2014,MEDIUM_DEFENDER,1995-05-29,19,1,-0.1,0.25
Nick Kommer,Essendon,2014,MIDFIELDER_FORWARD,1990-09-28,NA,NA,NA,NA
Nick Malceski,Sydney Swans,2014,MEDIUM_DEFENDER,1984-08-15,30,25,15.372,0.24587155963302754
Nick Maxwell,Collingwood,2014,MEDIUM_DEFENDER,1983-06-03,31,10,9.34,0.39534883720930236
Nick O'Brien,Essendon,2014,MIDFIELDER,1993-06-26,NA,NA,NA,NA
Nick Riewoldt,St Kilda,2014,KEY_FORWARD,1982-10-17,32,22,11.313636363636364,0.3443526170798898
Nick Robertson,Brisbane Lions,2014,MIDFIELDER,NA,19,8,5.45,0.42201834862385323
Nick Smith,Sydney Swans,2014,MEDIUM_DEFENDER,1988-06-12,26,23,9.965217391304348,0.35342465753424657
Nick Vlastuin,Richmond,2014,MEDIUM_DEFENDER,1994-04-19,20,20,8.54,0.3333333333333333
Ollie Wines,Port Adelaide,2014,MIDFIELDER,1994-10-07,20,25,12.072,0.48837209302325585
Orazio Fantasia,Essendon,2014,MEDIUM_FORWARD,1995-09-14,19,3,4.033333333333333,0.4333333333333333
Orren Stephenson,Richmond,2014,RUCK,1982-07-15,32,1,6.8,0.5
Paddy Ryder,Essendon,2014,RUCK,1988-03-14,26,21,12.976190476190476,0.5622775800711745
Patrick Ambrose,Essendon,2014,MEDIUM_FORWARD,1991-09-01,23,16,7.75625,0.35911602209944754
Patrick Cripps,Carlton,2014,MEDIUM_FORWARD,1995-03-18,19,3,2.933333333333333,0.4642857142857143
Patrick Dangerfield,Adelaide Crows,2014,MIDFIELDER,1990-04-05,24,22,16.368181818181817,0.6188747731397459
Patrick Karnezis,Collingwood,2014,MIDFIELDER_FORWARD,1992-04-23,NA,NA,NA,NA
Patrick McGinnity,West Coast Eagles,2014,MEDIUM_FORWARD,1989-02-18,25,10,7.4399999999999995,0.46280991735537186
Patrick Mitchell,Sydney Swans,2014,RUCK,1989-05-25,NA,NA,NA,NA
Patrick Wearden,Brisbane Lions,2014,MIDFIELDER_FORWARD,1993-08-06,NA,NA,NA,NA
Paul Chapman,Essendon,2014,MEDIUM_FORWARD,1981-11-05,33,20,12.045,0.3206106870229008
Paul Duffield,Fremantle,2014,MEDIUM_DEFENDER,1985-02-05,29,24,9.15,0.2620689655172414
Paul Puopolo,Hawthorn,2014,MEDIUM_FORWARD,1987-12-02,27,25,10.512,0.40992167101827676
Paul Seedsman,Collingwood,2014,MEDIUM_DEFENDER,1992-01-22,22,9,9.866666666666667,0.21804511278195488
Paul Stewart,Port Adelaide,2014,MEDIUM_FORWARD,1987-07-10,27,4,10.35,0.3404255319148936
Pearce Hanley,Brisbane Lions,2014,MIDFIELDER,1988-11-15,26,20,13.605,0.30145530145530147
Peter Yagmoor,Collingwood,2014,MEDIUM_DEFENDER,1993-10-20,NA,NA,NA,NA
Phil Davis,GWS Giants,2014,KEY_DEFENDER,1990-08-30,24,11,7.845454545454546,0.31851851851851853
Quinten Lynch,Collingwood,2014,KEY_FORWARD,1983-01-24,NA,NA,NA,NA
Reece Conca,Richmond,2014,MIDFIELDER,1992-08-12,22,19,9.468421052631578,0.38011695906432746
Rhyce Shaw,Sydney Swans,2014,MEDIUM_DEFENDER,1981-10-16,33,20,8.41,0.25495049504950495
Rhys Palmer,GWS Giants,2014,MEDIUM_FORWARD,1989-02-13,25,17,10.364705882352942,0.42500000000000004
Rhys Stanley,St Kilda,2014,KEY_FORWARD,1990-12-01,24,19,8.705263157894738,0.4318181818181819
Richard Douglas,Adelaide Crows,2014,MIDFIELDER,1987-02-06,27,19,12.715789473684211,0.4439024390243902
Ricky Henderson,Adelaide Crows,2014,MEDIUM_DEFENDER,1988-09-11,26,8,7.5375,0.22794117647058823
Ricky Petterd,Richmond,2014,MIDFIELDER_FORWARD,1988-07-24,26,17,8.329411764705883,0.3585526315789474
Riley Knight,Adelaide Crows,2014,MIDFIELDER_FORWARD,1995-03-27,NA,NA,NA,NA
Robbie Gray,Port Adelaide,2014,MIDFIELDER_FORWARD,1988-03-30,26,25,15.2,0.48142164781906305
Robbie Tarrant,North Melbourne,2014,KEY_FORWARD,1989-04-25,25,1,2.4,0.6666666666666666
Robert Murphy,Western Bulldogs,2014,MEDIUM_DEFENDER,1982-06-09,32,22,12.786363636363637,0.26506024096385544
Robert Warnock,Carlton,2014,RUCK,1987-01-19,27,16,10.49375,0.7205882352941176
Robin Nahas,North Melbourne,2014,MEDIUM_FORWARD,1987-11-10,27,8,6.25,0.35964912280701755
Rohan Bail,Melbourne,2014,MIDFIELDER_FORWARD,1988-06-26,26,21,7.280952380952381,0.3221884498480243
Rohan Bewick,Brisbane Lions,2014,MIDFIELDER,1989-10-10,25,16,8.31875,0.2840909090909091
Rory Atkins,Adelaide Crows,2014,MIDFIELDER,1994-07-12,NA,NA,NA,NA
Rory Laird,Adelaide Crows,2014,MEDIUM_DEFENDER,1993-12-29,21,16,6.71875,0.313953488372093
Rory Lobb,GWS Giants,2014,KEY_FORWARD,1993-02-09,21,2,5.6,0.5
Rory Sloane,Adelaide Crows,2014,MIDFIELDER,1990-03-17,24,22,16.886363636363637,0.5178907721280602
Rory Thompson,Gold Coast Suns,2014,KEY_DEFENDER,1991-03-12,23,19,9.115789473684211,0.44025157232704404
Rowen Powell,West Coast Eagles,2014,KEY_DEFENDER,1995-09-17,NA,NA,NA,NA
Ryan Bastinac,North Melbourne,2014,MIDFIELDER,1991-06-22,23,25,7.928,0.35012594458438284
Ryan Crowley,Fremantle,2014,MIDFIELDER,1984-03-05,30,24,5.033333333333333,0.3531157270029673
Ryan Griffen,Western Bulldogs,2014,MIDFIELDER,1986-07-27,28,19,15.436842105263159,0.45794392523364486
Ryan Harwood,Brisbane Lions,2014,MEDIUM_DEFENDER,1991-08-07,23,14,11.1,0.3046875
Ryan Lester,Brisbane Lions,2014,MIDFIELDER,1992-08-26,22,14,10.221428571428572,0.42366412213740456
Ryan O'Keefe,Sydney Swans,2014,MEDIUM_FORWARD,1981-01-24,NA,NA,NA,NA
Ryan Schoenmakers,Hawthorn,2014,KEY_DEFENDER,1990-11-08,24,15,11.073333333333332,0.375609756097561
Sam Blease,Melbourne,2014,MEDIUM_FORWARD,1991-02-19,23,2,4.9,0.36363636363636365
Sam Butler,West Coast Eagles,2014,MEDIUM_DEFENDER,1986-01-14,28,12,7.95,0.28865979381443296
Sam Colquhoun,Port Adelaide,2014,MEDIUM_DEFENDER,1994-12-20,NA,NA,NA,NA
Sam Darley,Western Bulldogs,2014,MEDIUM_DEFENDER,1993-02-15,21,5,5.5,0.28125000000000006
Sam Day,Gold Coast Suns,2014,KEY_FORWARD,1992-09-06,22,22,8.15,0.5129310344827586
Sam Docherty,Carlton,2014,MEDIUM_DEFENDER,1993-10-17,21,16,9.88125,0.30716723549488056
Sam Dunell,St Kilda,2014,MEDIUM_FORWARD,1990-02-21,24,3,3.666666666666667,0.5263157894736842
Sam Dwyer,Collingwood,2014,MIDFIELDER,1986-08-29,28,13,8.984615384615385,0.33023255813953484
Sam Fisher,St Kilda,2014,KEY_DEFENDER,1982-07-10,32,7,12.257142857142856,0.36065573770491804
Sam Frost,GWS Giants,2014,KEY_DEFENDER,1993-08-28,21,16,7.64375,0.35978835978835977
Sam Gibson,North Melbourne,2014,MIDFIELDER,1986-05-27,28,25,8.9,0.2359550561797753
Sam Gilbert,St Kilda,2014,MEDIUM_DEFENDER,1986-08-19,28,6,5.45,0.3421052631578947
Sam Gray,Port Adelaide,2014,MEDIUM_FORWARD,1992-02-01,22,7,8.471428571428572,0.3176470588235294
Sam Grimley,Hawthorn,2014,RUCK,1991-01-03,NA,NA,NA,NA
Sam Jacobs,Adelaide Crows,2014,RUCK,1988-04-10,26,22,15.163636363636364,0.44247787610619466
Sam Kerridge,Adelaide Crows,2014,MIDFIELDER_FORWARD,1993-04-26,21,14,7.5285714285714285,0.3576158940397351
Sam Lloyd,Richmond,2014,MEDIUM_FORWARD,1990-03-03,24,8,6.4375,0.37362637362637363
Sam Mayes,Brisbane Lions,2014,MIDFIELDER,1994-05-20,20,21,8.08095238095238,0.2934472934472934
Sam Menegola,Fremantle,2014,MEDIUM_FORWARD,1992-03-07,NA,NA,NA,NA
Sam Michael,Brisbane Lions,2014,RUCK,1993-07-05,NA,NA,NA,NA
Sam Mitchell,Hawthorn,2014,MIDFIELDER,1982-10-12,32,16,12.33125,0.3609865470852018
Sam Naismith,Sydney Swans,2014,RUCK,1992-07-16,22,1,3.1,0.5714285714285714
Sam Reid,Sydney Swans,2014,KEY_FORWARD,1991-12-27,23,20,7.835,0.4906542056074767
Sam Rowe,Carlton,2014,KEY_DEFENDER,1987-11-19,27,21,9.042857142857143,0.396694214876033
Sam Russell,Port Adelaide,2014,MEDIUM_DEFENDER,1995-12-29,NA,NA,NA,NA
Sam Schulz,GWS Giants,2014,MIDFIELDER,1992-09-19,NA,NA,NA,NA
Sam Shaw,Adelaide Crows,2014,MEDIUM_DEFENDER,1991-04-05,23,6,6.25,0.34375
Sam Siggins,Adelaide Crows,2014,KEY_DEFENDER,1994-03-20,NA,NA,NA,NA
Sam Wright,North Melbourne,2014,MEDIUM_DEFENDER,1990-07-15,24,15,5.96,0.17557251908396945
Scott Gumbleton,Fremantle,2014,KEY_FORWARD,1988-08-03,NA,NA,NA,NA
Scott Lycett,West Coast Eagles,2014,RUCK,1992-09-26,22,12,9.533333333333333,0.4520547945205479
Scott McMahon,North Melbourne,2014,MEDIUM_DEFENDER,1986-06-02,28,5,6.140000000000001,0.2553191489361702
Scott Pendlebury,Collingwood,2014,MIDFIELDER,1988-01-07,26,21,19.93809523809524,0.46507666098807493
Scott Selwood,West Coast Eagles,2014,MIDFIELDER,1990-03-27,24,12,10.575,0.3824701195219124
Scott Thompson,Adelaide Crows,2014,MIDFIELDER,1983-03-14,31,19,11.431578947368422,0.4444444444444444
Scott D. Thompson,North Melbourne,2014,KEY_DEFENDER,1986-05-09,NA,NA,NA,NA
Sean Dempster,St Kilda,2014,MEDIUM_DEFENDER,1984-01-20,30,22,10.15,0.29022988505747127
Sean Gregory,Essendon,2014,KEY_DEFENDER,1994-01-20,NA,NA,NA,NA
Sean Lemmens,Gold Coast Suns,2014,MEDIUM_DEFENDER,1994-11-02,20,18,5.35,0.32067510548523204
Seb Tape,Gold Coast Suns,2014,MEDIUM_DEFENDER,1992-08-06,22,3,5.733333333333333,0.6818181818181818
Sebastian Ross,St Kilda,2014,MIDFIELDER,1993-05-07,21,13,7.915384615384616,0.3923444976076555
Shane Biggs,Sydney Swans,2014,MIDFIELDER,1991-08-05,23,3,4.766666666666667,0.2156862745098039
Shane Edwards,Richmond,2014,MIDFIELDER_FORWARD,1988-10-25,26,23,13.708695652173914,0.5123762376237624
Shane Kersten,Geelong Cats,2014,KEY_FORWARD,1993-03-15,21,9,4.344444444444445,0.31578947368421056
Shane Mumford,GWS Giants,2014,RUCK,1986-07-05,28,17,12.876470588235295,0.6401869158878505
Shane Savage,St Kilda,2014,MEDIUM_DEFENDER,1991-01-05,23,14,9.928571428571429,0.3140495867768595
Shannon Byrnes,Melbourne,2014,MEDIUM_FORWARD,1984-04-07,30,6,6.75,0.3582089552238806
Shannon Hurn,West Coast Eagles,2014,MEDIUM_DEFENDER,1987-09-04,27,18,12.61111111111111,0.308411214953271
Sharrod Wellingham,West Coast Eagles,2014,MIDFIELDER_FORWARD,1988-07-07,26,13,9.815384615384616,0.4444444444444445
Shaun Atley,North Melbourne,2014,MEDIUM_DEFENDER,1992-09-13,22,25,10.368,0.2559139784946236
Shaun Burgoyne,Hawthorn,2014,MEDIUM_DEFENDER,1982-10-21,32,25,14.212,0.3902439024390244
Shaun Edwards,Essendon,2014,MEDIUM_DEFENDER,1993-12-13,NA,NA,NA,NA
Shaun Grigg,Richmond,2014,MIDFIELDER,1988-04-19,26,15,8.16,0.3377049180327869
Shaun Hampson,Richmond,2014,RUCK,1988-03-21,26,11,8.536363636363637,0.4787234042553192
Shaun Higgins,Western Bulldogs,2014,MEDIUM_DEFENDER,1988-03-04,26,20,9.15,0.2480818414322251
Shaun McKernan,Adelaide Crows,2014,KEY_FORWARD,1990-09-01,24,2,9.65,0.5238095238095238
Shem Tatupu,Hawthorn,2014,KEY_FORWARD,1995-11-30,NA,NA,NA,NA
Simon Tunbridge,West Coast Eagles,2014,MEDIUM_FORWARD,1993-04-01,21,4,0.85,0.4444444444444444
Simon White,Carlton,2014,MEDIUM_DEFENDER,1988-06-17,26,19,6.784210526315789,0.3888888888888889
Spencer White,St Kilda,2014,KEY_FORWARD,1994-09-22,20,2,5.2,0.46153846153846156
Steele Sidebottom,Collingwood,2014,MIDFIELDER,1991-01-02,23,19,15.1,0.3656565656565657
Stefan Martin,Brisbane Lions,2014,RUCK,1986-11-17,28,12,10.258333333333333,0.4157303370786517
Stephen Coniglio,GWS Giants,2014,MIDFIELDER,1993-12-15,21,14,10.278571428571428,0.35737704918032787
Stephen Gilham,GWS Giants,2014,KEY_DEFENDER,1984-09-02,30,1,9.3,0.5555555555555556
Stephen Hill,Fremantle,2014,MIDFIELDER,1990-05-01,24,20,13.915,0.38789237668161436
Steve Johnson,Geelong Cats,2014,MIDFIELDER,1983-07-04,31,18,13.072222222222223,0.3956521739130434
Steven May,Gold Coast Suns,2014,KEY_DEFENDER,1992-01-10,22,19,11.010526315789473,0.39075630252100835
Steven Morris,Richmond,2014,MEDIUM_DEFENDER,1988-12-31,26,21,6.714285714285714,0.3560606060606061
Steven Motlop,Geelong Cats,2014,MEDIUM_FORWARD,1991-03-12,23,17,10.452941176470588,0.25153374233128833
Stewart Crameri,Western Bulldogs,2014,MEDIUM_FORWARD,1988-08-10,26,22,9.895454545454545,0.3927392739273927
Tanner Smith,Fremantle,2014,KEY_DEFENDER,1994-03-08,NA,NA,NA,NA
Taylor Adams,Collingwood,2014,MIDFIELDER,1993-09-20,21,12,8.75,0.42358078602620086
Taylor Duryea,Hawthorn,2014,MEDIUM_DEFENDER,1991-04-24,23,23,7.995652173913044,0.2881844380403458
Taylor Garner,North Melbourne,2014,MEDIUM_FORWARD,1994-01-08,NA,NA,NA,NA
Taylor Hine,North Melbourne,2014,MEDIUM_DEFENDER,1992-01-24,NA,NA,NA,NA
Taylor Hunt,Geelong Cats,2014,MEDIUM_DEFENDER,1990-11-05,24,7,8.385714285714286,0.3555555555555555
Taylor Walker,Adelaide Crows,2014,KEY_FORWARD,1990-04-25,24,15,11.846666666666668,0.45945945945945943
Tayte Pears,Essendon,2014,KEY_DEFENDER,1990-03-24,NA,NA,NA,NA
Ted Richards,Sydney Swans,2014,KEY_DEFENDER,1983-01-11,31,25,9.84,0.3474320241691843
Tendai Mzungu,Fremantle,2014,MIDFIELDER,1986-02-28,28,23,10.986956521739131,0.37762237762237766
Terry Milera,St Kilda,2014,MEDIUM_FORWARD,1988-01-08,26,5,10.2,0.3692307692307692
Thomas Lee,St Kilda,2014,KEY_FORWARD,1991-01-02,NA,NA,NA,NA
Thomas Vandeleur,Fremantle,2014,KEY_DEFENDER,1995-03-20,NA,NA,NA,NA
Tim Broomhead,Collingwood,2014,MEDIUM_FORWARD,1994-03-22,20,8,9.525,0.4158415841584158
Tim Golds,GWS Giants,2014,MIDFIELDER_FORWARD,1993-04-06,21,3,2.3666666666666667,0.17857142857142858
Tim McGenniss,North Melbourne,2014,MIDFIELDER,1994-01-18,NA,NA,NA,NA
Tim Membrey,Sydney Swans,2014,MEDIUM_FORWARD,1994-05-26,20,1,2.7,0.3333333333333333
Tim Mohr,GWS Giants,2014,KEY_DEFENDER,1988-10-19,26,8,7.975,0.3939393939393939
Tim O'Brien,Hawthorn,2014,KEY_FORWARD,1994-03-28,20,4,4.95,0.3793103448275862
Timmy Sumner,Gold Coast Suns,2014,KEY_FORWARD,1994-10-09,20,6,4.616666666666666,0.619047619047619
Toby Greene,GWS Giants,2014,MIDFIELDER,1993-09-25,21,15,11.133333333333333,0.3927710843373494
Toby Nankervis,Sydney Swans,2014,RUCK,1994-08-12,NA,NA,NA,NA
Todd Banfield,Richmond,2014,MEDIUM_FORWARD,1990-06-28,NA,NA,NA,NA
Todd Elton,Richmond,2014,KEY_FORWARD,1993-04-29,NA,NA,NA,NA
Todd Goldstein,North Melbourne,2014,RUCK,1988-07-01,26,24,14.604166666666666,0.6164383561643835
Tom Barrass,West Coast Eagles,2014,MEDIUM_DEFENDER,1995-10-08,NA,NA,NA,NA
Tom Bell,Carlton,2014,MIDFIELDER_FORWARD,1991-06-13,23,13,9.592307692307692,0.40211640211640215
Tom Bellchambers,Essendon,2014,RUCK,1989-07-09,25,8,5.7375,0.4605263157894737
Tom Boyd,GWS Giants,2014,KEY_FORWARD,1995-08-22,19,9,5.711111111111111,0.5964912280701754
Tom Campbell,Western Bulldogs,2014,KEY_FORWARD,1991-11-02,23,7,6.114285714285714,0.7173913043478262
Tom Clurey,Port Adelaide,2014,MEDIUM_DEFENDER,1994-03-23,20,1,2.5,0.3333333333333333
Tom Curran,North Melbourne,2014,KEY_FORWARD,1993-09-18,NA,NA,NA,NA
Tom Curren,St Kilda,2014,MIDFIELDER,1992-07-29,21,16,6.05625,0.4411764705882353
Tom Curren,St Kilda,2014,MIDFIELDER,1992-07-29,22,16,6.05625,0.4411764705882353
Tom Cutler,Brisbane Lions,2014,MEDIUM_DEFENDER,1995-02-20,19,7,3.9571428571428573,0.18518518518518517
Tom Derickx,Sydney Swans,2014,RUCK,1987-12-07,27,12,6.091666666666667,0.49000000000000005
Tom Downie,GWS Giants,2014,RUCK,1993-04-27,NA,NA,NA,NA
Tom Hawkins,Geelong Cats,2014,KEY_FORWARD,1988-07-21,26,24,13.191666666666666,0.5264900662251656
Tom Hickey,St Kilda,2014,RUCK,1991-03-06,23,6,11.183333333333334,0.5942028985507246
Tom Jonas,Port Adelaide,2014,KEY_DEFENDER,1991-01-09,23,22,8.936363636363636,0.3202416918429003
Tom Langdon,Collingwood,2014,MEDIUM_DEFENDER,1994-06-09,20,19,9.378947368421052,0.3355263157894737
Tom Liberatore,Western Bulldogs,2014,MIDFIELDER,1992-05-16,22,22,15.168181818181818,0.5652173913043478
Tom Logan,Port Adelaide,2014,MEDIUM_DEFENDER,1985-07-02,29,3,8.833333333333334,0.35294117647058826
Tom Lonergan,Geelong Cats,2014,KEY_DEFENDER,1984-05-17,30,23,6.630434782608695,0.3734939759036145
Tom Lynch,Adelaide Crows,2014,MEDIUM_FORWARD,1990-09-15,24,8,7.6125,0.3761467889908257
Tom McDonald,Melbourne,2014,KEY_DEFENDER,1992-09-18,22,21,9.738095238095237,0.2880258899676375
Tom Mitchell,Sydney Swans,2014,MIDFIELDER_FORWARD,1993-05-31,21,6,11.1,0.45967741935483875
Tom Murphy,Gold Coast Suns,2014,MEDIUM_DEFENDER,1986-03-19,28,1,11.4,0.46153846153846156
Tom Nicholls,Gold Coast Suns,2014,RUCK,1992-03-04,22,6,10.016666666666667,0.7142857142857143
Tom Rockliff,Brisbane Lions,2014,MIDFIELDER,1990-02-22,24,18,16.194444444444443,0.4283216783216783
Tom Scully,GWS Giants,2014,MIDFIELDER,1991-05-15,23,15,11.086666666666666,0.39527027027027023
Tom Simpkin,St Kilda,2014,KEY_FORWARD,1990-08-07,24,5,5.54,0.6808510638297872
Tom Temay,Carlton,2014,MIDFIELDER,1994-02-06,NA,NA,NA,NA
Tom Williams,Western Bulldogs,2014,KEY_FORWARD,1986-07-17,28,7,6.957142857142857,0.36619718309859156
Tom Young,Western Bulldogs,2014,MEDIUM_DEFENDER,1992-04-26,22,4,7.949999999999999,0.32653061224489793
Tom J. Lynch,Gold Coast Suns,2014,KEY_FORWARD,NA,22,22,11.936363636363636,0.5331325301204819
Tomas Bugg,GWS Giants,2014,MIDFIELDER,1993-04-05,21,17,5.435294117647059,0.3214285714285714
Tommy Sheridan,Fremantle,2014,MIDFIELDER,1993-10-28,21,8,6.5375,0.35526315789473684
Tommy Walsh,Sydney Swans,2014,KEY_FORWARD,1988-02-26,NA,NA,NA,NA
Tony Armstrong,Collingwood,2014,MEDIUM_DEFENDER,1989-09-29,25,5,7,0.24675324675324675
Tory Dickson,Western Bulldogs,2014,MEDIUM_FORWARD,1987-09-26,27,4,5.925,0.34210526315789475
Travis Boak,Port Adelaide,2014,MIDFIELDER,1988-08-01,26,24,16.008333333333333,0.4616564417177914
Travis Cloke,Collingwood,2014,KEY_FORWARD,1987-03-05,27,20,7.95,0.38306451612903225
Travis Colyer,Essendon,2014,MEDIUM_FORWARD,1991-08-24,23,12,10.766666666666667,0.31658291457286425
Travis Varcoe,Geelong Cats,2014,MEDIUM_DEFENDER,1988-04-10,26,23,9.447826086956521,0.3039772727272727
Trent Cotchin,Richmond,2014,MIDFIELDER,1990-04-07,24,23,12.404347826086957,0.4520547945205479
Trent Dennis-Lane,St Kilda,2014,MEDIUM_FORWARD,1988-08-30,26,1,1.2,0.5
Trent Dumont,North Melbourne,2014,MIDFIELDER,1995-06-30,NA,NA,NA,NA
Trent McKenzie,Gold Coast Suns,2014,MEDIUM_DEFENDER,1992-04-03,22,19,10.715789473684211,0.35231316725978645
Trent West,Brisbane Lions,2014,RUCK,1987-10-17,27,10,8.69,0.4150943396226415
Troy Chaplin,Richmond,2014,KEY_DEFENDER,1986-02-23,28,23,10.647826086956522,0.33620689655172414
Troy Menzel,Carlton,2014,MEDIUM_FORWARD,1994-09-22,20,19,6.515789473684211,0.3588235294117647
Ty Vickery,Richmond,2014,KEY_FORWARD,1990-05-31,24,12,8.25,0.4307692307692308
Tyson Goldsack,Collingwood,2014,MEDIUM_DEFENDER,1987-05-22,27,20,8.185,0.4189189189189189
Viv Michie,Melbourne,2014,MIDFIELDER,1992-02-23,22,6,9.383333333333333,0.339622641509434
Will Hams,Essendon,2014,MIDFIELDER,1994-07-14,NA,NA,NA,NA
Will Hoskin-Elliott,GWS Giants,2014,MEDIUM_FORWARD,1993-09-02,21,20,9.715,0.3796992481203007
Will Langford,Hawthorn,2014,MIDFIELDER,1992-07-03,22,19,10.678947368421053,0.5324324324324324
Will Minson,Western Bulldogs,2014,RUCK,1985-04-11,29,21,11.295238095238096,0.6625
Will Schofield,West Coast Eagles,2014,MEDIUM_DEFENDER,1989-01-24,25,17,8.558823529411764,0.34946236559139787
William Maginness,West Coast Eagles,2014,MIDFIELDER,1995-01-13,NA,NA,NA,NA
Xavier Ellis,West Coast Eagles,2014,MEDIUM_DEFENDER,1988-02-28,26,17,8.411764705882353,0.28125
Xavier Richards,Sydney Swans,2014,KEY_DEFENDER,1993-04-25,NA,NA,NA,NA
Zac Clarke,Fremantle,2014,RUCK,1990-03-28,24,21,7.728571428571429,0.42366412213740456
Zac Dawson,Fremantle,2014,KEY_DEFENDER,1986-02-22,28,22,5.940909090909091,0.38636363636363635
Zac O'Brien,Brisbane Lions,2014,MIDFIELDER,1990-10-27,NA,NA,NA,NA
Zac Smith,Gold Coast Suns,2014,RUCK,1990-02-22,24,10,10.31,0.6
Zac Webster,Hawthorn,2014,MIDFIELDER,1995-08-11,NA,NA,NA,NA
Zac Williams,GWS Giants,2014,MEDIUM_DEFENDER,1994-09-20,20,8,8.4625,0.26785714285714285
Zach Merrett,Essendon,2014,MEDIUM_FORWARD,1995-10-03,19,20,8.535,0.34551495016611294
Zach Tuohy,Carlton,2014,MEDIUM_DEFENDER,1989-12-10,25,22,8.436363636363636,0.3888888888888889
Zachary Bates,Geelong Cats,2014,MIDFIELDER,1995-04-30,NA,NA,NA,NA
Zak Jones,Sydney Swans,2014,MEDIUM_DEFENDER,1995-03-15,19,4,4.3,0.41379310344827586
Aaron Black,North Melbourne,2015,KEY_FORWARD,1990-11-29,25,3,5.566666666666666,0.3703703703703704
Aaron Hall,Gold Coast Suns,2015,MIDFIELDER_FORWARD,1990-11-09,25,15,11.78,0.3737024221453287
Aaron Heppell,Essendon,2015,MEDIUM_DEFENDER,1995-01-13,NA,NA,NA,NA
Aaron Mullett,North Melbourne,2015,MEDIUM_DEFENDER,1992-02-23,23,4,2.325,0.18421052631578946
Aaron Sandilands,Fremantle,2015,RUCK,1982-12-06,33,23,15.734782608695653,0.6237288135593221
Aaron Young,Port Adelaide,2015,MIDFIELDER,1992-12-06,23,11,6.472727272727273,0.5310344827586206
Aaron vandenBerg,Melbourne,2015,MIDFIELDER_FORWARD,1992-03-03,23,14,8.685714285714285,0.48068669527896996
Abe Davis,Sydney Swans,2015,MIDFIELDER,1996-01-27,NA,NA,NA,NA
Adam Cooney,Essendon,2015,MEDIUM_FORWARD,1985-09-30,30,11,7.036363636363636,0.33157894736842103
Adam Goodes,Sydney Swans,2015,MEDIUM_FORWARD,1980-01-08,35,21,8.485714285714286,0.344311377245509
Adam Kennedy,GWS Giants,2015,MEDIUM_DEFENDER,1992-07-12,23,7,6.585714285714285,0.18627450980392155
Adam Oxley,Collingwood,2015,MIDFIELDER,1992-11-01,23,17,8.894117647058824,0.3234323432343234
